form	lemma	POS	morph
Ne	ne2	CONcoo	MORPH=empty
qu’	que2	CONsub	NOMB.=s
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
ait	avoir	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
en	en1	PRE	MORPH=empty
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
porce	porce	ADVsub	|TEMPS=pst||PERS.=3||NOMB.=s|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
la	il	PROper	|PERS.=3||NOMB.=s||GENRE=f||CAS=r|
voit	vëoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
Ainz	ainz	ADVgen	DEGRE=-
pense	penser	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
si	si	ADVgen	DEGRE=-
parfont	parfont	ADJqua	|NOMB.=s||DEGRE=-|
que	que4	CONsub	MORPH=empty
pechiez	pechié	NOMcom	|NOMB.=p||GENRE=m||CAS=n|
le	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
deçoit	decevoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
.	.	PONfrt	MORPH=empty
Comment	coment1	ADVint	MORPH=empty
–	–	PONfbl	MORPH=empty
font	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
ce	ce1	PROdem	|NOMB.=s||GENRE=n||CAS=r|
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
bougre	borgueil	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
–	–	PONfbl	MORPH=empty
puet	pöoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
c’	cent	CONsub	MORPH=empty
estre	estre1	VERinf	MORPH=empty
veritei	verité	VERppe	|NOMB.=s||GENRE=f||CAS=r|
,	,	PONfbl	MORPH=empty
Que	que4	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=p||GENRE=m||CAS=n|
clerc	clerc	NOMcom	|NOMB.=p||GENRE=m||CAS=n|
nos	nos1	PROper	|PERS.=1||NOMB.=p||GENRE=m||CAS=i|
racontent	reconter	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
en	en1	PRE	MORPH=empty
lor	lor2	DETpos	|PERS.=3||NOMB.=p||GENRE=m||CAS=r|
divinitei	deviniventi	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
?	?	PONfrt	MORPH=empty
Quant	cant1	CONsub	MORPH=empty
l’	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
ame	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
espennie	espanoir	VERppe	|NOMB.=s||GENRE=f||CAS=n|
et	et	CONcoo	MORPH=empty
el	il	PROper	|NOMB.=s||GENRE=m||CAS=r|
vient	venir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
devant	devant	ADVgen	DEGRE=-
Dei	doi	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Dient	dire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
qu’	que4	CONsub	MORPH=empty
ele	il	PROper	|PERS.=3||NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
plus	plus	ADVgen	DEGRE=-
bele	bel1	ADJqua	|NOMB.=s||GENRE=f||CAS=n||DEGRE=p|
que	que4	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
n’	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
estei	estre1	VERcjg	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Je	je	PROper	|PERS.=1||NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
porroie	pöoir	VERcjg	|MODE=con||PERS.=1||NOMB.=s|
croire	croire	VERinf	MORPH=empty
–	–	PONfbl	MORPH=empty
dit	dire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
bougres	borge	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
parfaiz	parfaire	VERppe	|NOMB.=s||GENRE=m||CAS=n|
–	–	PONfbl	MORPH=empty
Ce	ce1	PROdem	|NOMB.=s||GENRE=n||CAS=r|
qu’	que2	PROrel	|NOMB.=s||GENRE=n||CAS=r|
Escriture	escriture	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
dit	dire	VERcjg	|MODE=ind||TEMPS=pst||NOMB.=s|
et	et	CONcoo	MORPH=empty
que	que4	CONsub	MORPH=empty
clergiez	clergié	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
retrait	retraire	VERcjg	|MODE=ind||NOMB.=s|
D’	de	PRE	MORPH=empty
une	un	DETndf	|NOMB.=s||GENRE=f||CAS=r|
viele	vïele	ADJqua	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
boçue	boçu	ADJqua	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
d’	de	PRE	MORPH=empty
un	un	DETndf	|NOMB.=s||GENRE=m||CAS=r|
vilain	vilain	ADJqua	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
retrait	retraire	VERppe	|NOMB.=s||GENRE=m||CAS=r|
Comment	coment1	ADVsub	MORPH=empty
ert	estre1	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
l’	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
bele	bel1	ADJqua	|NOMB.=s||GENRE=f||CAS=n||DEGRE=p|
con	come1	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
si	si	ADVgen	DEGRE=-
laiz	lais	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
.	.	PONfrt	MORPH=empty
[	[	PONfbl	MORPH=empty
103ra	cerdre	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
]	]	PONfbl	MORPH=empty
Si	si	ADVgen	DEGRE=-
faites	faire	VERcjg	|PERS.=2||NOMB.=p|
genz	gent1	NOMcom	|NOMB.=p||GENRE=f||CAS=r|
sont	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
bien	bien1	ADVgen	DEGRE=p
mescreant	mescroire	VERppa	|NOMB.=p||GENRE=f||CAS=n|
a	a3	PRE	MORPH=empty
veue	veüe	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
Dient	dire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
qu’	que4	CONsub	MORPH=empty
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
de	de	PRE	MORPH=empty
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
ne	ne1	ADVneg	MORPH=empty
change	changier	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
ne	ne2	CONcoo	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
mue	müer	VERcjg	|PERS.=3||NOMB.=s||GENRE=f|
Mais	mais1	CONcoo	DEGRE=-
n’	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
hom	ome	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
si	si	ADVgen	|GENRE=m||CAS=n|
boçuz	boçu	ADJqua	|NOMB.=s||GENRE=m||CAS=n|
ne	ne2	CONcoo	MORPH=empty
viele	vïele	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
si	si	ADVgen	DEGRE=-
boçue	boçu	ADJqua	|TEMPS=pst||NOMB.=s||GENRE=f||CAS=n|
Dont	dont	PROrel	|NOMB.=s||GENRE=f||CAS=i|
l’	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
ame	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
ne	ne1	ADVneg	MORPH=empty
soit	estre1	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
bele	bel1	ADJqua	|NOMB.=s||GENRE=f||CAS=n||DEGRE=p|
quant	cant1	CONsub	MORPH=empty
ele	il	PROper	|PERS.=3||NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
absolue	ababloser	VERppe	|NOMB.=s||GENRE=f||CAS=n|
.	.	PONfrt	MORPH=empty
Bogres	borgue	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
–	–	PONfbl	MORPH=empty
dit	dire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
bons	bon	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
clers	clerc	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
–	–	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce1	PROdem	|NOMB.=s||GENRE=n||CAS=r|
ne	ne1	ADVneg	MORPH=empty
te	tu	PROper	|PERS.=2||NOMB.=s||GENRE=m||CAS=r|
merveile	merveillier	VERcjg	|MODE=ind||TEMPS=pst||PERS.=2||NOMB.=s|
Aus	a3+le	PROper	|NOMB.=p||GENRE=m||CAS=n|
ovres	uevre	NOMcom	NOMB.=p
Jhesu	jhesu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
Crist	crist	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
nule	nul	ADJind	|NOMB.=s||GENRE=f||CAS=r|
ne	ne1	ADVneg	MORPH=empty
s’	soi1	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
apereile	apareillier1	VERcjg	|MODE=ind||PERS.=3||NOMB.=s|
Li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
arbres	arbre	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
et	et	CONcoo	MORPH=empty
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
flors	flor1	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
n’	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
pas	pas	ADVneg	MORPH=empty
chose	chose	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
parele	pareille	ADJqua	|NOMB.=s||GENRE=f||CAS=n|
Voi	vëoir	VERcjg	|MODE=ind||PERS.=3||NOMB.=s|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
fuelle	fueille	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
qu’	que2	PROrel	|NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
verz	vert	ADJqua	|NOMB.=s||GENRE=f||CAS=n|
et	et	CONcoo	MORPH=empty
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
flors	flor1	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
vermeille	vermeil1	ADJqua	|NOMB.=s||GENRE=f||CAS=n||DEGRE=p|
.	.	PONfrt	MORPH=empty
Ne	ne1	CONcoo	MORPH=empty
voiz	vëoir	VERcjg	|MODE=sub||TEMPS=pst||PERS.=2||NOMB.=s|
tu	tu	PROper	|PERS.=2||NOMB.=s||GENRE=m||CAS=n|
.	.	PONfrt	MORPH=empty
i	i2	DETndf	MORPH=empty
.	.	PONfrt	MORPH=empty
rosier	roseillier1	VERinf	|NOMB.=s||GENRE=m||CAS=n|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
n’	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
ne	ne2	CONcoo	MORPH=empty
biaus	bel1	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
ne	ne2	CONcoo	MORPH=empty
genz	gent1	ADJqua	|NOMB.=p||GENRE=f||CAS=n|
?	?	PONfrt	MORPH=empty
Li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
rosier	rosier	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
menuz	menu	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
et	et	CONcoo	MORPH=empty
aspres	aspre	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
et	et	CONcoo	MORPH=empty
pognanz	pondre	VERppa	|NOMB.=s||GENRE=m||CAS=n|
Et	et	CONcoo	MORPH=empty
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
flor	flor1	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
que	que2	PROrel	|NOMB.=s||GENRE=f|
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
porte	porter	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
n’	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
pas	pas	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
teil	tel	DETind	|NOMB.=s||GENRE=m||CAS=r|
semblant	semblant	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Ainz	ainz	ADVgen	DEGRE=-
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
vermeile	vermeil1	ADJqua	|NOMB.=s||GENRE=f||CAS=n||DEGRE=p|
et	et	CONcoo	MORPH=empty
bele	bel1	ADJqua	|NOMB.=s||GENRE=f||CAS=n||DEGRE=p|
et	et	CONcoo	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
souef	söef	ADJqua	DEGRE=-
fleirant	flairier	VERppa	|NOMB.=x||GENRE=x||CAS=x|
.	.	PONfrt	MORPH=empty
Bougre	borgue	NOMcom	NOMB.=s
,	,	PONfbl	MORPH=empty
je	je	PROper	|PERS.=1||NOMB.=s||GENRE=m||CAS=n|
le	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
mostre	mostrer	VERcjg	|MODE=ind||TEMPS=pst||PERS.=1||NOMB.=s|
en	en1	PRE	MORPH=empty
.	.	PONfrt	MORPH=empty
i	i2	DETndf	MORPH=empty
.	.	PONfrt	MORPH=empty
autre	autre	DETind	|NOMB.=s||GENRE=f||CAS=r|
menniere	maniere	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
:	:	PONfbl	MORPH=empty
Cendre	cendre	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
une	un	DETndf	|NOMB.=s||GENRE=f||CAS=n|
chose	chose	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
qui	qui	PROrel	|NOMB.=s||GENRE=f||CAS=n|
n’	ne1	ADVneg	MORPH=empty
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
bonne	bon	ADJqua	|NOMB.=s||GENRE=f||CAS=n||DEGRE=p|
ne	ne2	CONcoo	MORPH=empty
chiere	chier	ADJqua	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
voirres	voirre	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
de	de	PRE	MORPH=empty
cendres	cendre	NOMcom	|NOMB.=p||GENRE=f||CAS=r|
de	de	PRE	MORPH=empty
fouchire	fouchier	VERinf	|NOMB.=s||GENRE=f||CAS=r|
Mavaisement	mauvaisement	ADVgen	DEGRE=-
resamble	resembler	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
cendre	cendre	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
verriere	verreil1	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
.	.	PONfrt	MORPH=empty
Celui	cel	DETdem	|NOMB.=s||GENRE=m||CAS=r|
Segnor	seignor	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
doit	devoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
on	on	PROind	|NOMB.=s||GENRE=n||CAS=n|
bien	bien1	ADVgen	DEGRE=p
aourer	aorer2	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
croire	croire	VERinf	MORPH=empty
Qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
de	de	PRE	MORPH=empty
si	si	ADVgen	DEGRE=-
laide	lait1	ADJqua	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
cendre	cendre	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
fait	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
issir	issir	VERinf	MORPH=empty
si	si	ADVgen	DEGRE=-
biau	bel1	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
voirre	voirre	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Et	et	CONcoo	MORPH=empty
fait	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
ponre	porne	NOMcom	MORPH=empty
.	.	PONfrt	MORPH=empty
i	i2	DETndf	MORPH=empty
.	.	PONfrt	MORPH=empty
blanc	blanc	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
oef	of4	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
une	un	DETndf	|NOMB.=s||GENRE=f||CAS=r|
geline	geline	NOMcom	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
noire	noir	ADJqua	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
Merveile	merveille	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
comment	coment1	ADVint	MORPH=empty
hom	ome	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
envers	envers2	PRE	MORPH=empty
Dieu	dieu	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
se	soi1	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
despoire	desperer	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
i	i2	PROadv	MORPH=empty
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
autres	autre	DETind	|NOMB.=p||GENRE=m||CAS=r|
bogres	borge	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
si	si	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
Dieu	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
mescreanz	mescrëant	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
Que	que4	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=p||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
cuident	cuidier1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
pas	pas	ADVneg	MORPH=empty
que	que4	CONsub	MORPH=empty
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
soit	estre1	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
si	si	ADVgen	DEGRE=-
puissanz	poissant	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
Quant	cant1	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
morz	morir	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
porrit	porrir	VERcjg	|NOMB.=s||GENRE=m|
qu’	que4	CONsub	MORPH=empty
en	en1	PRE	MORPH=empty
autretel	autretel	DETind	|NOMB.=s||GENRE=m||CAS=r|
samblant	semblant	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Le	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
puisse	pöoir	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
refaire	refaire1	VERinf	GENRE=x
com	come1	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
estoit	estre1	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
devant	devant	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
Hee	häir	INJ	MODE=imp
,	,	PONfbl	MORPH=empty
bogres	borge	NOMcom	|NOMB.=p||GENRE=m||CAS=r||DEGRE=p|
desloiaus	deslëal	ADJqua	|NOMB.=p||GENRE=m||CAS=r|
,	,	PONfbl	MORPH=empty
mescreanz	mescrëant	VERppa	|NOMB.=p||GENRE=m||CAS=r|
,	,	PONfbl	MORPH=empty
que	que3	PROint	|NOMB.=s||GENRE=m||CAS=r|
diz	dire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=2||NOMB.=p|
-	-	PONfbl	MORPH=empty
tu	tu	PROper	|PERS.=2||NOMB.=s||GENRE=m||CAS=n|
?	?	PONfrt	MORPH=empty
Un	un	DETndf	|NOMB.=s||GENRE=m||CAS=r|
poumiers	pomier	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
ou	o3	CONcoo	NOMB.=s
.	.	PONfrt	MORPH=empty
i	i2	DETndf	MORPH=empty
.	.	PONfrt	MORPH=empty
arbres	arbre	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
sera	estre1	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
de	de	PRE	MORPH=empty
flors	flor1	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
toz	tot	DETind	|NOMB.=p||GENRE=m||CAS=r|
nu	nu1	ADJqua	|NOMB.=s||GENRE=m||CAS=r|
Dedenz	dedenz	PRE	DEGRE=-
quart	cart	ADJord	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
jor	jor	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
aprés	après	ADVgen	DEGRE=-
sera	estre1	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
verz	vert	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
et	et	CONcoo	MORPH=empty
fouluz	folois	ADJqua	|NOMB.=s||GENRE=m||CAS=n|
Plus	plus	ADVgen	DEGRE=-
s’	soi1	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
emerveileroit	embrever	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
ce	ce1	PROdem	|NOMB.=s||GENRE=n||CAS=r|
n’	ne1	ADVneg	MORPH=empty
avroit	avoir	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
veiu	vëoir	VERppe	|NOMB.=s||GENRE=m||CAS=r|
Qu’	que4	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
feroit	faire	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
d’	de	PRE	MORPH=empty
un	un	DETndf	|NOMB.=s||GENRE=m||CAS=r|
mort	mort	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
seroit	estre1	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
ravesquz	revesquer	VERppe	|NOMB.=s||GENRE=m||CAS=n|
.	.	PONfrt	MORPH=empty
«	«	PONfbl	MORPH=empty
Quant	cant1	CONsub	MORPH=empty
on	on	PROind	|NOMB.=s||GENRE=n||CAS=n|
taille	taillier1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
vigne	vigne1	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
,	,	PONfbl	MORPH=empty
vés	vëoir	VERcjg	|PERS.=2||NOMB.=s|
que	que4	CONsub	MORPH=empty
n’	ne1	ADVneg	MORPH=empty
i	i2	PROadv	MORPH=empty
piert	paroir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
noient	nïent	NOMcom	MORPH=empty
:	:	PONfbl	MORPH=empty
Il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
demeure	demorer	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
apriés	après	PRE	DEGRE=-
trop	trop	ADVgen	DEGRE=-
longhement	longement	ADVgen	DEGRE=-
Qu’	que4	CONsub	MORPH=empty
ele	il	PROper	|PERS.=3||NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
vers	vers2	ADJqua	MORPH=empty
et	et	CONcoo	MORPH=empty
foillue	foillu	ADJqua	|NOMB.=s||GENRE=f||CAS=n|
et	et	CONcoo	MORPH=empty
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
roisins	roison	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
i	i2	PROadv	MORPH=empty
pent	pendre	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
:	:	PONfbl	MORPH=empty
Nul	nul	PROind	|NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
poroit	pöoir	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
ce	ce1	PROdem	|NOMB.=s||GENRE=n||CAS=r|
faire	faire	VERinf	MORPH=empty
hors	hors	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
Dius	dieu	DETcar	|NOMB.=s||GENRE=m||CAS=n|
seulement	solement2	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
»	»	PONfbl	MORPH=empty
«	«	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
se	se	CONsub	MORPH=empty
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
vigne	venir	VERcjg	|NOMB.=s||GENRE=f||CAS=n|
targe	targe1	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
.	.	PONfrt	MORPH=empty
xv	quinze	PROcar	|NOMB.=p||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
jours	jor	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
ou	o3	CONcoo	MORPH=empty
un	un	DETndf	|NOMB.=s||GENRE=m||CAS=r|
mois	mois	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
,	,	PONfbl	MORPH=empty
Ausi	aussi	ADVgen	DEGRE=-
